Loyalty Number,Churn,f.score,r.score
251020,1,0,0
223958,0,5,8
267245,0,7,8
269565,0,3,8
383891,0,7,8
493827,1,0,0
707716,0,6,8
991371,0,0,0
997857,1,0,0
696609,0,7,8
836720,0,3,8
803529,0,6,8
290964,0,4,8
325367,0,6,8
263055,0,7,8
856654,0,6,8
721423,0,7,8
807902,0,6,8
587619,0,6,8
439675,0,4,8
960309,0,3,8
215651,0,5,8
115198,0,0,0
700145,0,8,8
478785,0,3,8
148453,0,2,8
790123,0,7,8
895778,0,1,8
283994,0,5,8
415067,0,6,8
278676,0,6,8
694168,1,2,4
475713,0,4,8
677068,0,6,8
702284,0,5,8
790303,0,6,8
107835,0,1,8
203950,0,3,8
146354,0,3,8
512262,0,6,8
652394,0,6,8
762355,0,7,8
788759,0,6,8
834081,0,6,8
420126,0,2,8
842066,0,7,8
835920,0,5,8
108367,1,2,5
172731,0,0,0
258102,0,6,8
750688,0,7,8
833704,0,5,8
906468,0,5,8
944821,0,4,8
484317,0,6,8
430813,0,7,8
982416,0,6,8
607662,0,6,8
748701,0,5,8
664705,0,6,8
520163,0,5,8
604470,0,8,8
587543,0,2,8
855451,1,3,7
993328,0,7,8
776153,1,2,6
100883,0,5,8
577124,0,4,8
613546,0,5,8
826271,1,2,6
505790,0,5,8
269120,0,7,8
302198,0,6,8
221328,0,5,8
195069,0,1,8
492966,0,6,8
875212,0,6,8
824133,0,4,8
909066,1,1,1
650358,0,5,8
787606,0,6,8
338872,0,6,8
302657,0,2,8
686031,0,6,8
875086,0,3,8
970783,0,3,8
734880,0,6,8
898000,0,8,8
578203,0,6,8
145688,0,4,8
207865,0,5,8
727686,1,2,2
903797,0,5,8
954231,0,5,8
426141,0,0,0
619920,0,9,8
725575,0,7,8
518622,0,4,8
658407,1,4,5
982528,1,2,6
162568,1,0,0
623569,0,5,8
193722,0,6,8
462366,1,3,3
113755,0,3,8
567210,0,4,8
960629,0,5,8
606074,0,3,8
303934,0,5,8
329355,0,6,8
594606,1,1,1
656993,0,1,8
765989,0,6,8
810100,0,6,8
239490,0,5,8
555050,0,6,8
357466,0,7,8
384090,0,7,8
707592,1,3,8
486897,0,7,8
105932,0,5,8
636000,0,5,8
623654,1,2,6
724424,0,6,8
979330,1,2,2
484592,0,7,8
614428,0,0,0
832665,0,4,8
246517,0,4,8
449417,0,6,8
526020,0,3,8
880948,0,5,8
324773,0,7,8
971030,1,0,0
860553,1,0,0
949890,0,6,8
136772,1,2,5
942685,1,1,1
581712,0,6,8
727363,1,0,0
154726,1,1,3
626312,1,0,0
789859,0,6,8
213112,0,4,8
702325,1,0,0
647491,0,7,8
440511,0,4,8
779184,0,6,8
140598,0,5,8
266365,0,5,8
436226,0,9,8
469230,0,5,8
754936,0,1,8
892639,1,0,0
965674,0,6,8
964791,0,3,8
183885,0,0,0
542934,0,2,8
155354,0,7,8
828136,0,7,8
255767,0,1,8
216725,0,6,8
537387,0,8,8
955716,0,5,8
217802,0,3,8
511472,0,5,8
720300,1,4,6
963464,0,5,8
899509,0,6,8
731494,0,6,8
738435,0,5,8
578688,0,5,8
184009,0,6,8
284461,0,5,8
371875,0,5,8
633627,0,4,8
414382,0,1,8
677704,0,5,8
498514,0,2,8
317205,0,6,8
479509,0,3,8
934529,1,2,4
103916,0,5,8
332869,0,6,8
346554,0,0,0
394454,0,6,8
510264,0,2,8
535944,0,8,8
572282,0,6,8
808341,0,1,8
818271,0,4,8
898787,0,6,8
402082,0,6,8
518236,0,7,8
405768,1,3,4
423609,0,5,8
825920,1,0,0
160993,0,4,7
192691,0,6,8
661035,0,3,8
243061,0,5,8
153072,0,4,8
576692,0,6,8
254745,0,2,8
943068,0,4,8
179956,0,4,8
113839,0,5,8
157971,1,0,0
977523,0,6,8
954952,0,6,8
166966,0,6,8
781495,0,6,8
411876,0,7,8
865654,1,3,3
385864,0,7,8
194855,0,6,8
174702,0,3,8
747604,0,2,8
476288,0,7,8
549858,0,6,8
768365,0,5,8
983822,0,6,8
292957,0,6,7
398611,0,7,8
206947,0,4,8
233819,0,4,8
275949,0,2,8
336484,0,5,8
625123,0,6,8
679132,0,3,8
683751,0,6,8
867780,0,6,8
958274,0,7,8
972686,0,7,8
478666,0,8,8
682419,0,6,8
109896,0,6,8
878284,0,2,8
674738,1,3,4
689993,1,0,0
887748,0,8,8
672336,0,5,8
394806,0,7,8
412362,0,0,0
297327,0,5,8
658330,0,5,8
419626,0,4,8
707152,0,2,8
280790,1,0,0
548251,0,3,8
375597,0,6,8
579015,0,4,8
954558,0,4,8
874104,0,6,8
105352,1,0,0
110678,0,6,8
175104,0,7,8
249559,0,5,7
422803,0,7,8
799510,0,3,8
953210,1,2,6
134202,0,4,8
549541,0,5,8
933233,0,7,8
957912,0,6,8
927721,0,3,8
954750,0,6,8
488535,0,5,8
925340,0,6,8
857814,0,4,8
671534,0,5,8
900460,0,6,7
652370,0,5,8
328349,0,2,8
738597,0,4,8
607347,0,5,8
922161,0,7,8
832155,0,1,8
868767,0,6,8
875485,1,3,5
537613,0,7,8
964159,0,6,8
128280,0,4,8
250711,0,4,8
806859,0,2,8
457652,0,0,0
184151,0,6,8
668692,0,6,8
233017,0,4,8
154643,0,6,8
195594,0,8,7
309408,0,6,8
966204,0,3,8
366133,0,6,8
260513,0,6,8
397706,0,5,8
555102,0,7,8
258238,0,8,8
377796,1,0,0
427733,0,5,8
326174,0,1,8
571340,0,2,8
775193,0,6,8
859218,0,3,8
251023,0,6,8
348085,0,5,8
285122,0,6,8
597189,0,5,8
932405,0,7,8
398535,1,2,8
551391,0,6,8
274879,0,4,8
460091,0,5,8
885210,1,0,0
861917,1,0,0
516224,0,7,8
805349,0,5,8
674689,0,5,8
924724,0,5,8
317726,0,5,8
804784,0,4,8
383898,0,2,8
340277,0,5,8
199959,0,3,8
571479,0,0,0
581533,0,6,8
472674,0,7,8
431514,0,2,8
574723,0,4,8
794286,0,6,8
117618,0,5,8
606371,0,5,8
573217,0,6,8
902015,0,6,8
549080,0,5,8
942984,0,3,8
421191,0,7,8
395512,1,0,0
897728,0,1,8
441719,1,0,0
810990,0,5,8
924056,0,7,8
592088,0,7,8
600756,0,6,8
180411,0,6,8
572094,0,3,5
344009,0,4,8
869265,0,6,8
144936,1,3,5
691645,0,3,8
539106,0,5,8
436087,1,3,7
360868,0,3,8
752874,0,5,8
793742,1,1,5
448774,0,5,8
131463,0,7,8
502212,0,4,8
712130,0,6,8
378267,0,6,8
926961,0,6,8
309921,0,7,8
508215,0,1,8
995943,0,0,0
781347,0,6,8
905180,0,5,8
342929,0,5,8
820223,0,6,8
424012,0,4,7
314935,0,7,8
904367,0,4,8
616207,0,1,8
218311,0,6,8
316323,1,2,6
923406,0,4,8
403258,0,0,0
671928,0,5,8
610585,0,6,8
962566,0,4,8
366250,0,3,8
575015,1,2,3
144702,1,0,0
980478,0,5,8
932572,0,7,8
244387,0,7,8
329215,0,4,8
420010,0,1,8
857353,0,6,8
468138,0,6,8
414207,0,6,8
452976,0,5,8
561284,0,6,8
149426,0,5,8
943048,0,5,8
447804,1,4,5
907595,0,1,8
337488,0,5,8
552818,0,7,8
268439,0,6,8
936214,0,6,8
642485,0,3,8
341594,0,4,8
481902,1,2,3
710203,1,0,0
898630,0,7,8
182058,0,7,8
263127,0,5,8
709385,0,5,8
224952,0,7,8
326707,0,6,8
687525,0,6,8
770094,0,6,8
839659,0,5,8
806850,0,4,8
448577,0,4,8
863259,0,9,8
269632,0,5,8
705641,0,6,8
133730,0,5,8
960253,0,1,7
602068,1,4,5
690494,0,3,8
571498,0,5,8
390911,0,7,8
939289,1,1,1
133035,0,5,8
435789,0,5,8
655721,0,3,8
318751,0,5,8
319822,0,5,8
339845,0,4,7
666878,0,5,8
761150,1,2,5
786703,0,6,8
694472,0,6,8
799399,0,6,8
243001,0,0,0
382738,0,6,8
900977,1,0,0
831829,0,7,8
385235,0,7,8
206591,0,7,8
167363,0,5,8
335755,0,4,8
574391,0,3,8
585509,0,3,8
753977,1,3,3
768518,0,6,8
935253,0,4,8
960678,1,0,0
284610,0,4,7
337815,0,7,8
182184,0,5,8
578944,0,8,8
748831,1,2,3
258860,0,6,8
314413,0,3,8
541564,0,6,8
791765,0,6,8
824668,0,4,8
176359,0,6,8
408468,0,2,8
532378,0,6,8
167219,1,0,0
756496,0,6,8
196798,1,7,7
140750,0,5,8
584173,0,7,7
855721,0,5,8
734119,1,0,0
456554,0,5,8
474383,0,1,2
892994,0,7,8
273552,0,4,8
863626,0,4,8
314250,0,5,8
135878,1,4,6
476497,0,5,8
682979,0,8,8
909476,0,6,8
512897,0,5,8
537795,0,8,8
700276,0,7,8
708271,0,7,8
843672,1,2,8
419237,1,3,4
645147,0,6,8
704074,0,3,8
978654,0,5,8
227015,0,5,8
165596,0,7,8
819592,0,5,8
847559,0,8,8
523288,0,5,8
969318,0,9,8
370990,0,7,8
433946,0,6,8
263822,0,3,8
387650,0,5,8
768030,0,4,8
398305,0,3,8
304643,0,7,8
502745,0,3,8
683909,0,2,8
413305,1,0,0
600063,0,6,8
846119,0,4,8
700731,1,3,4
257391,0,5,8
935068,0,7,8
628180,0,5,8
415090,0,5,8
646022,0,6,8
245575,0,3,8
327903,1,2,7
701708,1,0,0
245604,0,7,8
649054,0,5,8
496387,0,4,8
928294,0,6,8
210148,1,1,1
265317,0,6,8
765127,0,4,8
485330,0,3,8
130953,0,7,8
241144,0,7,8
753130,0,1,8
962267,0,3,8
401722,0,6,8
994993,0,6,8
275694,0,5,8
693196,0,7,8
712248,0,4,8
441423,0,5,8
901775,0,7,8
353535,1,0,0
807058,0,1,8
218425,0,7,8
938323,0,6,8
638732,0,7,8
583601,0,1,8
895185,0,6,8
641869,0,6,8
529733,0,1,8
377029,0,4,8
638602,0,6,8
373501,0,5,8
580628,0,0,0
948658,0,3,8
521176,0,6,8
907544,0,5,8
597228,0,5,8
351389,0,6,8
533742,0,5,8
916131,0,5,8
178036,0,5,8
601167,0,6,8
821705,0,0,0
662521,0,6,8
191558,0,3,8
749362,1,0,0
803084,0,1,8
100644,0,5,8
220564,0,6,8
753987,0,7,8
858814,0,0,0
680565,0,5,8
268958,0,6,8
496482,0,2,8
464137,0,6,8
958800,0,4,8
691520,0,6,8
611051,0,5,8
151183,0,7,8
633135,0,5,8
487027,0,1,8
987612,1,7,8
830071,0,2,8
905469,0,1,8
811139,0,5,8
617108,1,2,3
252147,1,2,8
586891,0,4,8
660197,0,5,8
898788,0,5,7
411365,0,1,8
184976,0,8,8
952629,0,6,8
962055,0,0,0
951226,0,6,8
478431,0,5,8
153261,0,7,8
455234,1,2,5
441724,0,5,8
103359,0,8,8
509614,1,0,0
634916,0,4,8
415077,0,4,8
556622,0,6,8
160250,0,7,8
118418,0,7,8
356980,0,4,8
617916,0,6,8
125996,0,5,8
135977,0,5,8
948053,0,7,8
165138,0,5,8
593007,1,5,7
207047,0,2,8
276152,0,6,8
780728,0,7,8
389995,0,4,8
112661,1,2,2
682288,0,5,8
271432,0,3,8
267951,0,6,8
407648,1,0,0
742886,0,6,8
259170,0,1,8
379716,0,8,8
955633,0,5,8
902690,0,5,8
406373,0,7,8
186246,0,4,8
467580,0,1,8
492757,0,7,8
728655,0,6,8
437407,0,5,8
571845,1,0,0
436975,0,4,8
126097,0,7,8
779046,0,6,8
638618,0,6,8
627893,0,5,8
831780,0,2,8
107519,1,4,8
444092,0,9,8
975614,0,7,8
269960,0,7,8
519726,0,3,8
327530,0,4,8
511342,0,5,8
298999,0,6,8
254575,0,6,8
229692,1,3,7
129743,1,0,0
146572,1,0,0
301563,0,6,8
613234,0,6,8
731160,0,5,8
194959,0,6,8
973951,0,5,7
770651,0,1,8
910336,0,1,8
304601,0,5,8
553412,0,6,8
568484,0,6,8
166911,0,6,8
637235,1,0,0
960555,0,0,0
803747,0,5,8
307166,0,7,8
799857,0,5,8
648648,0,4,8
301794,0,4,8
286954,0,4,8
705262,0,5,8
430221,0,1,8
695428,0,3,8
772437,0,5,8
834270,0,6,8
867840,0,3,8
673934,0,4,8
355184,0,5,7
839295,0,4,8
920966,0,6,8
992072,0,7,8
159233,0,3,8
145480,0,6,8
371191,0,6,8
514552,0,4,8
615673,0,6,8
692252,0,6,8
828481,0,5,8
210752,0,5,8
115405,0,5,7
655085,0,3,8
956619,0,4,8
754774,0,5,8
289354,0,6,8
613908,0,6,8
538979,0,4,8
754264,0,4,8
421432,1,0,0
149430,1,3,7
634423,0,6,8
342679,0,6,8
717806,0,5,8
226511,0,4,8
586100,0,5,8
566808,0,7,8
665548,0,6,8
327470,0,7,8
584017,0,7,8
287414,0,6,8
227008,0,6,8
124987,1,0,0
540918,0,7,8
408931,0,7,8
518771,0,5,8
148368,0,8,8
371164,0,5,8
299278,0,7,8
784787,1,0,0
526644,0,7,8
699194,0,3,8
620587,0,0,0
681309,0,6,7
894620,0,5,8
217792,0,6,8
290024,0,4,8
429933,0,7,8
920545,0,7,8
314182,1,0,0
220601,1,0,0
407173,0,5,7
307321,0,1,8
720007,0,5,8
954424,1,5,7
691332,1,2,8
491253,0,5,8
144756,0,4,8
670040,0,5,8
634807,0,6,8
129429,0,7,8
966285,0,4,8
340691,0,7,8
959364,0,3,8
597630,1,1,1
630869,0,6,8
974500,0,6,8
296736,0,5,8
438263,0,5,8
198407,1,0,0
601583,1,4,6
352581,1,2,3
759603,0,4,8
526663,0,4,8
707042,0,6,8
134180,0,3,8
539537,0,7,8
260155,0,6,8
697079,0,1,8
420222,0,6,8
580586,0,5,8
833627,1,2,6
110099,0,5,8
332208,0,6,8
709123,0,4,8
347861,0,7,8
668000,0,6,7
641123,0,7,8
788332,0,5,8
415327,0,5,8
531793,0,6,8
598016,0,6,8
121751,0,2,8
361892,0,8,8
201564,0,5,8
508728,0,0,0
550213,0,6,8
173485,0,7,8
571017,0,8,8
455594,0,8,8
330249,0,5,8
794348,1,2,3
561874,0,6,8
319504,0,5,8
746502,0,6,8
372069,0,3,8
600013,0,3,8
722629,0,7,8
556266,0,7,8
842405,0,5,8
919668,0,5,8
925433,0,5,8
489781,0,6,8
462459,0,3,8
595681,0,5,8
680754,0,1,8
742854,0,4,8
993170,0,4,8
426317,0,4,8
485383,0,6,8
486860,0,3,8
264018,0,6,8
348732,0,3,8
553254,0,5,8
706918,0,6,8
773857,1,0,0
790287,1,3,6
811612,0,2,8
494552,0,1,7
667615,0,4,8
754175,0,4,8
755276,0,4,8
952493,0,6,8
815626,0,6,8
957008,0,4,8
222280,0,2,8
895601,0,5,8
192651,0,6,8
644417,1,3,4
881943,0,6,8
405465,1,0,0
642409,0,1,8
234047,0,6,8
366911,0,8,8
424540,0,6,8
985622,1,0,0
255718,0,6,8
874589,1,3,5
631232,0,0,0
725705,0,5,8
463890,0,7,8
760842,0,6,8
887026,1,0,0
377302,1,3,4
364931,0,4,8
916478,0,6,8
103362,0,1,8
953097,0,5,7
146067,0,4,8
842390,0,4,8
620741,0,4,8
848003,0,7,8
833024,0,6,8
457525,0,7,8
220315,0,3,8
547994,1,0,0
324881,0,6,8
233646,0,4,8
809016,0,7,8
350675,0,5,8
773219,0,3,8
129515,0,4,8
146760,0,4,8
448483,0,0,0
510841,0,5,8
261229,0,4,8
496728,0,9,8
549862,0,6,8
277430,0,1,8
728043,0,4,8
533666,0,4,8
645600,0,5,8
441340,0,6,8
587591,0,5,8
642449,0,4,8
514917,0,6,8
188328,0,5,8
260712,1,3,6
357901,0,3,8
441359,0,6,8
256135,0,5,8
765261,0,3,8
900359,0,3,8
909854,1,0,0
704112,0,6,8
756543,0,7,8
862979,0,5,7
643026,0,5,8
325498,0,6,8
287385,0,2,8
871145,0,6,8
145449,0,1,8
896947,0,8,8
453719,0,6,8
784537,0,5,8
346809,0,5,8
757938,0,5,8
950915,0,6,8
764544,0,5,7
756973,1,0,0
745738,0,7,8
401007,0,5,7
981674,0,6,8
723055,0,6,8
357375,0,6,8
958143,0,6,8
328754,0,6,8
946258,0,5,8
210746,0,0,0
302957,0,6,8
774234,0,7,8
557289,0,5,8
603531,0,6,8
682337,0,0,0
368523,0,6,8
274179,0,2,8
833679,1,4,8
742062,0,5,8
789303,0,7,8
299366,1,3,4
666952,0,5,8
289863,0,6,8
773390,0,6,8
240476,0,7,7
865411,0,2,8
727446,0,4,8
858557,0,8,8
388639,0,4,8
170443,0,7,8
925413,0,6,8
650553,0,6,8
536066,0,7,8
286641,0,5,8
561219,0,6,8
154864,0,5,8
945050,0,0,0
144565,0,5,8
536535,0,6,8
921563,0,6,8
231843,0,6,8
519213,1,0,0
429448,0,0,0
841437,0,7,8
608601,1,4,8
694388,0,6,8
206576,1,0,0
441439,0,4,8
496159,0,5,8
804239,0,6,8
818870,0,4,8
627502,0,2,8
881106,0,1,8
347997,0,1,8
530281,0,6,8
806839,0,3,8
415896,0,5,8
441782,0,6,8
109840,0,4,8
631683,0,6,8
202227,0,0,0
980952,0,5,8
492812,0,4,8
969689,0,7,8
688410,0,7,8
102184,0,7,8
292084,0,6,8
964047,0,4,8
997370,1,3,4
536959,0,0,0
574613,0,0,0
277285,0,6,8
572463,1,0,0
604825,0,0,0
621072,0,3,8
782284,0,5,6
842190,1,0,0
374107,0,5,8
558854,0,6,8
988223,0,1,8
335137,1,5,7
347431,0,6,8
299397,0,2,8
426791,0,5,8
595965,0,7,8
481893,0,6,8
456432,0,7,8
326240,1,2,3
500060,0,7,8
699750,0,4,8
754338,0,7,8
729518,0,5,8
248664,0,0,0
146037,0,6,8
305687,0,5,8
633140,0,8,8
326267,0,5,8
696026,1,2,2
868161,0,8,8
169932,0,6,8
716435,0,0,0
750922,1,0,0
751829,0,5,8
114743,0,3,8
488884,0,5,8
663150,0,6,8
261573,0,5,8
126216,0,6,8
261283,0,3,7
255836,0,10,8
247471,0,6,8
473144,0,5,8
652614,0,4,8
682103,0,5,8
902693,0,5,7
904805,0,5,8
703852,0,2,4
497194,0,6,8
907950,0,5,8
154136,1,3,2
687412,0,6,8
183374,0,5,8
185288,0,0,0
509607,0,4,8
702938,1,0,0
997964,0,5,8
562411,0,4,8
121236,1,2,4
490860,0,5,8
633458,0,5,8
377289,0,7,8
463298,0,2,8
444259,0,7,8
836984,0,1,8
660922,0,6,8
557852,1,0,0
599491,0,7,8
732362,0,7,8
282181,1,0,0
724510,0,1,8
967298,0,7,8
137185,0,4,8
528229,0,4,8
607696,0,5,8
358968,0,3,8
327163,0,5,8
883230,0,5,8
262508,0,3,8
963100,0,5,8
436971,0,3,8
619141,1,3,3
928082,0,5,8
960934,0,5,8
734824,0,7,8
296689,0,4,8
965698,0,6,8
742319,0,5,8
894048,0,6,8
103436,0,7,8
509060,0,3,8
768255,0,3,8
934280,0,4,8
310983,0,7,8
357971,0,5,8
545144,0,4,8
752548,1,3,7
402332,0,5,8
756559,0,0,0
603082,0,3,8
131815,0,7,8
873177,0,6,8
794951,0,2,8
719719,0,2,8
307859,0,7,8
629267,0,0,0
750300,0,7,8
114924,1,2,6
821944,1,2,3
767456,0,0,0
202052,0,5,8
976605,0,6,8
462974,0,4,8
105921,0,7,8
192405,0,7,8
390022,1,2,8
552221,0,0,0
819448,0,1,8
273984,0,7,8
846033,0,1,8
556313,0,7,8
366932,0,3,7
621279,0,4,8
641159,0,5,8
163002,0,6,8
210247,0,2,8
238939,1,2,3
575411,0,0,0
756636,0,1,7
224666,0,3,8
810482,0,7,8
976489,0,4,8
701216,0,3,8
321666,0,6,8
582883,0,6,8
138759,0,1,8
953281,0,5,8
419491,0,0,0
690862,0,7,8
705980,0,7,8
961455,1,0,0
105251,1,2,2
474921,0,6,8
481699,1,0,0
464166,0,6,8
811430,0,1,8
711248,0,5,7
199374,0,6,8
142812,0,6,8
298967,0,0,0
756515,0,7,8
552945,0,1,8
847502,1,2,5
609878,1,0,0
936232,1,0,0
962637,0,5,8
811162,0,7,8
247721,0,5,8
488224,1,0,0
950832,0,5,8
548238,0,3,8
383962,0,2,8
512580,1,3,5
430555,0,4,8
583610,0,5,8
199792,0,2,8
481987,1,2,3
664052,0,7,8
212130,0,7,8
109903,0,6,8
173416,0,6,8
586056,0,4,8
524379,0,4,8
627791,0,5,8
393888,0,3,8
791678,0,5,8
704267,0,4,8
432920,0,5,8
168418,0,4,8
996539,0,6,8
203517,0,0,0
420786,0,5,8
762951,0,7,8
285386,1,0,0
638152,0,5,8
447275,0,7,8
773019,0,2,8
654288,0,6,8
573078,0,2,8
623154,1,2,2
205256,0,6,8
266604,0,7,8
601586,0,7,8
236701,0,1,8
879844,0,4,8
875560,0,6,8
625784,0,5,8
107067,0,5,8
812628,0,1,8
109956,1,3,5
310236,0,0,0
214020,0,6,8
463070,0,1,1
686224,0,7,8
564973,0,5,8
239970,0,6,8
530113,0,3,8
662209,0,5,8
121095,0,6,8
529746,0,3,8
240330,0,5,8
110752,0,6,8
890839,1,0,0
737221,1,3,3
637641,0,8,8
970976,0,6,8
680445,0,5,8
180219,0,5,8
170544,0,4,8
916634,0,1,8
817456,0,6,8
582646,0,3,8
225743,1,0,0
651006,0,5,8
122517,1,1,1
769560,0,9,8
852094,0,7,8
236037,1,0,0
550262,0,3,8
769763,0,4,8
826312,0,0,0
858957,0,4,7
117456,0,7,8
597267,0,6,8
541009,0,8,8
201475,1,2,8
707698,0,5,8
118076,0,6,8
674462,0,6,8
702406,0,5,8
611538,0,6,8
163083,0,4,8
404417,0,6,8
350863,0,7,8
651645,0,2,8
774168,0,2,8
988921,0,6,8
839494,1,2,8
336141,0,7,8
222644,0,0,0
397053,0,6,8
475500,0,6,7
493925,0,5,8
271365,0,7,8
795607,0,2,8
620792,1,2,2
464044,0,7,8
921102,0,4,8
431521,0,7,8
497861,0,6,8
101594,0,7,8
283066,0,5,8
433881,0,0,0
800016,0,5,8
918276,0,7,8
679531,1,2,3
843972,0,6,8
166333,0,5,8
743263,0,7,8
924493,0,5,8
169950,0,1,8
345978,0,2,8
569319,0,4,8
374113,0,0,0
212304,0,4,8
329300,0,8,8
616522,0,0,0
369715,1,3,8
186146,0,1,8
348740,0,6,8
780504,0,6,8
374585,0,5,8
176521,0,3,8
276289,0,4,8
417082,0,6,8
217967,1,2,3
473622,0,6,8
473548,0,5,8
800268,0,3,8
182124,0,7,8
872706,1,0,0
684022,0,5,8
161650,1,2,3
329660,0,4,8
954174,0,6,8
934271,0,1,8
653698,0,8,8
997945,0,6,8
709948,0,7,7
451886,0,5,8
460043,0,6,8
110603,1,0,0
150141,0,1,7
215257,0,6,8
240135,1,4,7
822507,0,5,8
710473,1,0,0
641997,0,6,8
759370,0,5,7
359693,0,7,8
786613,0,5,8
462078,1,0,0
242348,0,5,8
902148,0,7,8
487807,0,6,8
855261,0,6,8
771285,0,6,8
499875,0,7,8
361434,0,6,8
522924,0,7,8
807211,0,3,8
330468,0,5,7
655715,0,7,8
693212,0,5,7
970154,0,7,8
737906,0,6,8
542002,0,5,8
717772,1,0,0
675541,0,6,8
868152,0,5,8
527337,0,6,8
942102,0,6,8
137973,0,4,8
937385,0,6,8
810621,0,6,8
396984,0,5,8
880805,0,3,8
440209,0,4,8
796692,0,6,8
912797,0,5,8
874035,0,3,8
490479,0,7,8
380099,0,6,8
655473,1,0,0
154173,0,2,8
202807,0,7,8
568681,0,0,0
593340,0,6,8
445451,0,6,8
666189,0,3,8
406252,0,2,8
152778,0,5,8
476431,0,6,8
872619,0,5,8
730771,0,6,8
165265,0,6,8
128754,1,2,3
232290,0,5,8
313292,0,2,8
687593,0,1,8
470469,0,6,8
428872,1,0,0
321213,0,6,8
627913,1,0,0
203143,1,2,3
500022,0,7,8
385718,0,7,8
364596,1,2,8
297101,0,5,8
430503,0,6,8
612074,0,4,8
639145,0,5,7
701223,0,6,8
837580,0,5,8
792086,0,5,8
114021,0,7,8
377642,1,0,0
740992,0,8,8
824610,0,5,8
832062,0,6,8
773112,0,7,8
829291,0,6,8
211575,0,4,8
201339,0,6,8
208961,0,7,8
406254,0,6,8
517614,1,2,6
547357,0,6,8
934267,0,7,8
849673,0,5,8
244925,0,5,8
561620,0,5,8
298883,0,1,8
979776,0,7,8
154652,0,6,8
326564,0,7,8
594997,0,5,8
931834,0,0,0
570116,0,6,8
632720,0,8,8
154230,0,8,8
636206,1,0,0
647894,0,4,8
167660,0,5,8
950403,0,7,8
644014,0,5,8
582257,0,8,8
542180,0,5,8
118688,1,0,0
118511,1,1,1
793618,0,6,8
682533,0,1,8
599873,0,1,8
294738,0,3,8
193519,0,5,8
733906,0,7,8
661744,0,6,8
721088,0,5,8
846953,0,7,8
827164,0,5,8
614350,0,7,8
216937,0,0,0
982446,0,4,8
256434,0,7,8
673872,0,1,8
563749,0,6,8
788159,0,6,8
823628,0,3,8
799064,0,2,8
603433,0,2,8
617670,0,7,8
382671,0,5,8
517405,0,6,8
542696,0,6,8
700260,0,5,8
881156,0,2,8
857481,0,6,8
792412,1,2,2
357166,1,0,0
734952,0,3,8
579245,1,0,0
428649,0,6,8
552576,0,7,8
389565,0,8,8
420148,0,6,8
479815,0,5,8
790649,0,6,8
799919,0,4,8
903648,0,6,8
657668,0,5,8
859549,0,5,8
754436,0,5,8
138993,0,5,8
863942,1,0,0
491351,0,6,8
635398,1,0,0
481018,0,5,8
495473,0,6,8
789826,0,7,8
364710,0,3,8
319501,0,5,8
940711,0,6,8
263433,0,7,8
527414,1,0,0
189817,0,6,8
850123,0,2,8
852394,0,9,8
825464,0,7,8
414157,0,4,8
684155,0,6,8
777714,0,6,8
147891,0,5,8
724660,0,5,7
352078,0,6,8
582427,1,6,8
273198,0,7,8
653637,0,6,8
217204,0,5,8
627826,0,4,8
481955,0,6,8
716236,1,2,3
762474,0,3,8
924793,0,7,8
537038,0,5,8
171257,0,5,8
969913,0,7,8
935738,0,8,8
185285,0,4,8
204507,1,0,0
714270,0,7,8
368878,0,0,0
139682,0,0,0
562305,0,5,8
615528,0,4,7
420515,0,5,8
311952,1,2,6
320191,0,6,8
536603,0,4,8
642000,0,7,8
405698,0,3,8
593506,0,6,8
496371,0,6,8
631661,0,5,8
207195,0,5,8
745290,0,6,8
489956,0,5,8
498793,0,6,8
648365,0,7,8
173506,0,6,8
886677,0,7,8
889671,0,5,8
172135,0,5,8
708933,0,2,8
299448,1,0,0
428536,0,8,8
969933,0,6,8
190236,0,6,8
810071,0,7,8
983900,0,6,8
169525,0,7,8
532752,1,0,0
270759,0,4,8
514272,0,7,8
991210,1,2,3
371152,0,6,8
614720,0,0,0
488799,0,7,8
297684,0,5,8
972648,0,7,8
171883,0,5,8
290902,0,7,8
134273,0,6,7
984545,0,6,8
730641,0,7,8
502615,0,7,8
228151,0,5,8
286065,0,5,8
385131,0,5,8
543460,0,7,8
668576,0,5,8
861336,0,6,8
922351,0,7,8
515663,0,8,8
230763,0,8,8
784356,0,3,8
129510,0,4,8
486812,0,2,8
640082,0,5,8
968608,0,8,8
118332,0,5,8
239892,0,8,8
413347,0,4,8
269775,0,3,8
310867,1,0,0
565787,1,0,0
324506,0,5,8
383202,0,6,8
585377,0,5,8
346384,0,6,8
183025,0,6,8
380294,0,5,8
602361,0,5,8
573972,0,5,8
579581,0,5,7
795554,0,0,0
367774,0,7,8
780855,0,0,0
352337,0,4,8
123083,0,7,8
616641,0,1,8
872315,0,1,8
204311,0,1,8
539599,0,1,8
601597,0,3,8
656639,0,6,8
162485,1,3,4
806283,0,6,8
298506,0,3,8
700924,1,3,8
865737,0,4,8
141266,0,5,8
502585,0,5,7
835785,0,6,8
211984,0,3,8
195895,0,5,8
650366,1,0,0
159531,0,6,8
701012,0,3,8
539776,0,5,8
451469,0,6,8
278345,0,3,8
106964,0,1,8
272839,0,4,8
535320,0,5,8
807134,0,5,8
834733,0,6,8
264723,0,6,8
463947,1,0,0
543119,0,6,8
301760,0,7,8
857159,0,5,8
